ID,target
000137c73,14.803078304373647
00021489f,14.573890815461311
0004d7953,15.372289640581283
00056a333,15.487675265309056
00056d8eb,14.325974807596987
0005fc190,13.579721266520428
000787e86,14.365947536288406
0008510a0,13.848779434990893
000895faf,14.278400079224241
000986fba,14.847056455969774
0009efcc5,14.704488207641699
000dd8f00,14.573890815461311
000e1cdc2,15.591439920785257
00103739c,14.573890815461311
00134b367,14.4319575074427
001788d0d,12.640928165324283
0019c8ad7,14.882458340342819
001a267b9,13.644158754015981
001a85486,14.726613018784073
001c4de06,15.474160637815853
001f9014b,14.214536303908238
00216fb94,14.68202203546567
00235690e,14.873463927816768
00240739d,14.767043576256688
0024c3747,14.616065596751676
00297052d,14.562107434992878
002ab8f85,15.133732846083458
002bed5c0,14.748088254170403
002bf3974,14.70296673342548
002d23a26,14.621679405994872
002f27de9,14.509883636642993
0030d8bb4,15.001170663157879
003146acd,13.54138580229711
003223263,14.95907751443769
00335575e,14.831315827056017
00337cf9d,14.159548317976036
003394397,14.95791013497419
0036358a3,14.31933178746794
003770d30,13.502717201188457
003bed5ea,14.231240040724481
003ea6427,15.031221530662851
003ef8132,13.76662884534125
003fd1723,14.711036635126481
0041861b4,14.284307838836417
0042b718b,12.983625567078269
004381d8f,16.057129499048454
0043ca764,14.018350158919125
004486837,15.311832607292166
0045c123e,14.03600408704979
0048915c6,14.573890815461311
004ab9a09,14.710972293854601
004b2e1c9,15.996504420625175
004c54732,12.923525107641776
004cdefce,15.205218783124526
004dd971b,15.128384086089337
004f9329b,14.573890815461311
004fd2bca,14.18933807259707
0054bfedb,14.787389122315432
0054ec58a,12.652981179193759
00551f45d,16.400487968316863
005777b4c,13.228168775374026
00578d6ea,14.176930497256189
005802488,13.804730394553435
0059833b6,13.842728090382511
005a70085,14.01554762467874
005b148a0,14.573890815461311
005c28df4,13.871671240956909
005f8dc26,14.79361320000053
00603c202,15.946842196973304
006049609,14.296632283236741
00612f47e,14.573890815461311
00647a57f,14.851149593935341
0065853ee,14.573890815461311
006589d5e,14.212636028681747
006598823,14.047206224852829
0065c093c,15.987919481116474
006738351,14.09334550318712
006a0c6a8,14.319245754152396
006e9efe6,14.340221598475944
006f029d3,14.441088501293333
0070f35a2,12.99084764078024
007135f85,14.573890815461311
007285433,16.255821929252278
00735e101,13.868757693719
0074ecf4e,14.573890815461311
007635fa9,14.975312608577664
007723613,14.596205238925961
007867da9,14.041687951144109
0078bfbd6,13.291321015831096
0078ce229,14.573890815461311
007a89d50,14.213529516954443
